model_name,rmse,mae,direction_hit
"ARIMAX(1, 1, 1)",1.4561967607319101e-05,1.2198761864135826e-05,0.9947140166380851
baseline_naive,2.4682678272479626,1.5467208846030178,0.4774867538870351
"ARIMA(1, 1, 1)",2.4852423555962737,1.5343300830321525,0.48151248104376765
baseline_ewma,5.20834197096473,3.5106324907938107,0.4590139287233264
